objectid,artistid,ID correction needed?,MATCH?,ARTIST THAT CORRESPONDS TO ARTISTID FIELD,inferred artist,artistid_reconcile,TRIMMED CREATOR,creator-relationship,creator,jsma_num,"OK to publish - IHL (mark ""OK"")",temp sort,Note,Christin Newell,page_header,title,series,date_first_issued,"date_len (to find and remove blanks, which cause timeline problems)",date,date_text,signature,seal,description,misc,publisher,carver,printer,author,editor,publication_date_messy,impression_quality,colors,condition,genre,format_print,size_image,size_sheet,lit_ref,collections,catalog,catalog_altform,catalog_2_orig_ref,location,latitude,longitude,type,format,filename,display_template,object_location,image_thumb,image_small,print_link,jsma_cat_link,jsma_mid,Notes
ihl-0001,ihl_artist_058,ARTIST ID NEEDED,NO MATCH,Kawase Hasui,ARTIST NOT FOUND,ARTIST NOT FOUND,Kawase Hasui 川瀬巴水,,Kawase Hasui,,OK,,,CN Complete,"Snow at Hi Marsh, Mito (水戸 涸沼の雪 Mito hinuma no yuki)","Snow at Hi Marsh, Mito (水戸 涸沼の雪 Mito hinuma no yuki)",,1947,4,1947,1947 - original date of publication. This print published between 1989 and 1998 based on the publisher seals. ,巴水 Hasui ,Kawase stylized seal,"""A lone fisherman in traditional straw cape (mino) and broad basket-weave hat (kasa) is enveloped in a frigid world of icy blues and fresh falling snow. His struggle for subsistence is easily overlooked as the viewer gazes into a crystallization of winter, printed with uncanny subtlety."" - Source: Didactics by Lynn Katsumoto for the exhibition ""Ukiyo-e to Shin Hanga: Changing Tastes in Japanese Woodblock Prints"" (Portland Japanese Garden, November 20, 2021 - January 30, 2022)
<br>From 1918 until the end of his life, Hasui produced over 600 designs for prints, traveling the country in search of places that retained the character and appearance of the Japan he knew as a child. He sketched outdoors, mostly with pencil, later adding colors and effects when back in his lodgings. 
",,"Watanabe Shōzaburō (Watanabe Mokuhan Bijutsu Gahō): Two publisher seals appear on this print, the Watanabe ""I-type"" circular 7mm diameter seal reading ワタナベ  Watanabe and in use from approximately 1957-present, and the Watanabe ""M-type"" Heisei seal reading わたなべ Watanabe in use from approximately 1989-present. [Marks: pub. ref. 576]",,,,,1947 (original publication),Impression excellent,Colors excellent,excellent,shin hanga,horizontal ōban,H x W Image 9 1/2 x 14 1/4 in. (24.1 x 36.2 cm),H x W Paper 10 1/2 x 15 1/2 in. (26.7 x 39.4 cm),"Kawase Hasui: The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, p. 121, pl. 496; Kawase Hasui and His Contemporaries: The Shin Hanga (New Print) Movement in Landscape Art, Irwin J. Patcher, Everson Museum of Art, Syracuse, 1986, p. 75, pl. 94; Visions of Japan: Kawase Hasui's Masterpieces, Kendall H. Brown, Hotei Publishing, 2004, p. 121, pl. 85","Los Angeles County Museum of Art M.73.37.240 (6mm seal lower right corner); The National Museum of Modern Art, Tokyo P00138-129 (6mm seal lower right corner; titled Lake Hinuma, Mito in Snow)",IHL.0001,IHL.1,IHL Catalog #1,,,,Image;StillImage,image/jpeg,ihl-0001.jpg,print,https://pages.uoregon.edu/cew/objects/ihl-0001.jpg,https://pages.uoregon.edu/cew/objects/thumbs/ihl-0001_th.jpg,https://pages.uoregon.edu/cew/objects/small/ihl-0001_sm.jpg,https://pages.uoregon.edu/jsmacollections/home/artists/kawase-hasui/snow-at-hi-marsh-mito.html,,, 
ihl-0002,ihl_artist_058,ARTIST ID NEEDED,NO MATCH,Kawase Hasui,ARTIST NOT FOUND,ARTIST NOT FOUND,Kawase Hasui 川瀬巴水,,Kawase Hasui 川瀬巴水 (1883-1957),,OK,,,CN Complete,"Honmon Temple, Ikegami (池上本門寺)","Honmon Temple, Ikegami (池上本門寺)",,1931-01,4,1931,"January 1931 - original date of publication as printed in left margin 昭和六年一月作 (a work of Shōwa 6, 1st month). This print published between 1957 and 1999. A posthumous (atozuri) edition made from the original blocks, bearing the 7mm circular ""I-type"" seal printed in black in the lower left of image.",巴水 Hasui ,Kawase stylized seal,"""Faithfully rendered from a sketch the artist drew from life, the curving pine tree and its snow-laden branches seem to shimmer against the muted wintry background. Diminutive figures proceed along a well-worn path toward the temple gate. All sound seems muffled by the fresh falling snow.<br> 
""Besides his study of Western painting, Hasui also trained in traditional East Asian art. One of its concepts seemingly embodied here is the practice of subjective immersion: the artist becomes so filled with the mysterious life force of surrounding nature that it pours out as a perceptible element of the work."" - Source: Didactics by Lynn Katsumoto for the exhibition ""Ukiyo-e to Shin Hanga: Changing Tastes in Japanese Woodblock Prints"" (Portland Japanese Garden, November 20, 2021 - January 30, 2022)

<br>Narazaki (Hasui's biographer) believes that “There are few unsuccessful snowscapes by Hasui and in this regard he equals Hiroshige (1797-1858). The treatment of the faint, distant snow-covered mountains, the centrally positioned pine, which heightens the sentiment of the piece; and the path leading to the Honmon temple in the vicinity of the Rezan bridge has the feeling of a sketch.”<br>From 1918 until the end of his life, Hasui produced over 600 designs for prints, traveling the country in search of places that retained the character and appearance of the Japan he knew as a child. He sketched outdoors, mostly with pencil, later adding colors and effects when back in his lodgings. ",,"Watanabe Shōzaburō (Watanabe Mokuhan Bijutsu Gahō): Watanabe ""I-type"" seal (in use from approximately 1957-present) reading ワタナベ  (Watanabe). [Marks: pub. ref. 576]",,,,,"January 1931 original date of publication as printed in left margin 昭和六年一月作 a work of Shōwa 6, 1st month",Impression excellent,Colors excellent,excellent,shin hanga,vertical ōban,H x W Image 14 1/4 x 9 1/2 in. (36.2 x 24.1 cm),H x W Paper 15 1/2 x 10 1/4 in. (39.4 x 26 cm),"Kawase Hasui: The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, p. 88, pl. 245; Visions of Japan: Kawase Hasui's Masterpieces, Kendall H. Brown, Hotei Publishing, 2004, p.78 pl. 42; Public Spectacles, Four Centuries of Japanese Prints from a Cincinnati Collection Personal Pleasures, Alan Hockley, Cincinnati Art Museum, 2006, p. 111, fig. 79.","Los Angeles County Museum of Modern Art M73.37.103 (Watanabe circular seal in lower left margin); The National Museum of Modern Art Tokyo P00138-073 (Watanabe circular seal in lower left corner); Museum of Fine Arts, Boston 49.400 (type E seal); Jordan Schnitzer Museum of Art, University of Oregon MWJ51:K11 (type E seal)",IHL.0002,IHL.2,IHL Catalog #2,,,,Image;StillImage,image/jpeg,ihl-0002.jpg,print,https://pages.uoregon.edu/cew/objects/ihl-0002.jpg,https://pages.uoregon.edu/cew/objects/thumbs/ihl-0002_th.jpg,https://pages.uoregon.edu/cew/objects/small/ihl-0002_sm.jpg,https://pages.uoregon.edu/jsmacollections/home/artists/kawase-hasui/honmon-temple-ikegami.html,,,
ihl-0003,ihl_artist_058,ARTIST ID NEEDED,NO MATCH,Kawase Hasui,ARTIST NOT FOUND,ARTIST NOT FOUND,Kawase Hasui 川瀬巴水,,Kawase Hasui 川瀬巴水 (1883-1957),,OK,,,CN Complete,Night at Shinobazu Pond (夜の池畔 不忍池 Yoro no chihan Shinobazunoike),Night at Shinobazu Pond (夜の池畔 不忍池 Yoro no chihan Shinobazunoike),,1932-04,4,1932,"1932 - original date of publication as printed in the bottom of right margin (昭和七年四月作 a work of Shōwa 7, 4th month.) Originally published by Doi Sadaichi 土井貞一 who was in business from 1930-1945. This edition carries the Doi Eiichi seal, son of Doi Sadaichi, who took over the business of his father in 1945, renaming it Doi Hangaten. The printer seal in the left margin indicates a likely publication date of this print between 1965 and 1995.",巴水 Hasui ,Kawase stylized seal,"""Hasui was born and bred in Tokyo, and though he traveled throughout Japan to sketch and experience certain timeless, traditional aspects of the country, he frequently walked the streets of his hometown to depict both the new and the old. Here, the skyline features the built cityscape as it looked nearly a decade after the devastation of the 1923 Great Kantō Earthquake. Electric lights illuminate the immense Shinobazu Pond in Ueno Park, in northeast Tokyo, transformed here into a dreamlike realm where the silhouette of a couple on the promenade is nearly indistinguishable as the natural light fades."" -  Source: Didactics by Lynn Katsumoto for the exhibition ""Ukiyo-e to Shin Hanga: Changing Tastes in Japanese Woodblock Prints"" (Portland Japanese Garden, November 20, 2021 - January 30, 2022)

<br>The wife of the publisher Doi Sadaichi, the founder of Doi Hangaten, related, ""By the way, I remember a story my husband told me about Hasui. When Hasui made the drawings for the print Night at Shinobazu Pond, which Sadaichi had ordered from Hasui, it took him a long time and many attempts until we accepted the draft."" 
<br>From 1918 until the end of his life, Hasui produced over 600 designs for prints, traveling the country in search of places that retained the character and appearance of the Japan he knew as a child. He sketched outdoors, mostly with pencil, later adding colors and effects when back in his lodgings. ",,"Doi Sadaichi 土井貞一
firm name: Doi Hangaten 土井版画店
seal reading 版权所有 土井英一 (copyright Doi Eiichi)
[Marks: pub. ref. 037 and 038; seal ref. 26-056]",彫 ハラダ hori Harada, 摺 セキ suri Seki. (Seki worked for the publisher Doi from 1965 to 1995.),,,"1932 original 昭和七年四月作a work of Shōwa 7, 4th month",Impression excellent,Colors excellent,excellent - penciled Japanese characters top margin,shin hanga,horizontal ōban,H x W Image 11 x 15 3/4 in. (27.9 x 40 cm),H x W Paper 9 1/2 x 14 1/4 in. (24.1 x 36.2 cm),"Kawase Hasui: The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, p. 92, pl. 278; Hanga ni miru Tokyo no fukei; Kanto daishinsai kara senzen made, Ota Kuritsu Kyodo Hakubutsukan, 2002, pl. 209, p. 53.","Collections Los Angeles County Museum of Art M.2003.67.97 (notation of ""later edition""); Museum of Fine Arts, Boston 35.1886 (first edition); Virginia Museum of Fine Arts 2006.551",IHL.0003,IHL.3,IHL Catalog #3,,,,Image;StillImage,image/jpeg,ihl-0003.jpg,print,https://pages.uoregon.edu/cew/objects/ihl-0003.jpg,https://pages.uoregon.edu/cew/objects/thumbs/ihl-0003_th.jpg,https://pages.uoregon.edu/cew/objects/small/ihl-0003_sm.jpg,https://pages.uoregon.edu/jsmacollections/home/artists/kawase-hasui/night-at-shiobazu-pond.html,,,
ihl-0004,ihl_artist_058,ARTIST ID NEEDED,NO MATCH,Kawase Hasui,ARTIST NOT FOUND,ARTIST NOT FOUND,Kawase Hasui 川瀬巴水,,Kawase Hasui 川瀬巴水 (1883-1957),,OK,,,CN Complete,Evening Rain in Kawarago (河原子の夜雨 Kawarago no yau),Evening Rain in Kawarago (河原子の夜雨 Kawarago no yau),,1947,4,1947,"1947 - original date of publication. This print was likely published in 1947 as it bears the Watanabe 6mm round, ""A-type"" seal, printed in red in lower left corner of image. ",巴水 Hasui ,Kawase stylized seal,"""While its location on the Pacific coast made this a popular beach resort, Kawarago was originally a fishing village. Hasui has not diminished the realities of making one’s livelihood from the sea, as here the weathered houses shelter their inhabitants from the rain at night, only to see them return to their boats for the next day’s catch. The darkening sky and sheets of rain, printed here with masterful sensitivity, nearly obscure the receding figure of a man under his outstretched umbrella."" -  Source: Didactics by Lynn Katsumoto for the exhibition ""Ukiyo-e to Shin Hanga: Changing Tastes in Japanese Woodblock Prints"" (Portland Japanese Garden, November 20, 2021 - January 30, 2022)
<br>Depicting a street in Kawarago, a Japanese fishing village on the beach in Hitachi city, Ibaraki Prefecture in the northern Kanto region of Japan on a rainy evening. This print exists in two different color states - one with a blue tint and, like this collection's print, another with a green tint. 
<br>From 1918 until the end of his life, Hasui produced over 600 designs for prints, traveling the country in search of places that retained the character and appearance of the Japan he knew as a child. He sketched outdoors, mostly with pencil, later adding colors and effects when back in his lodgings. ",,"Watanabe Shōzaburō (Watanabe Mokuhan Bijutsu Gahō): This print bears the Watanabe ""A-type"" seal (in use from approximately 1918-1924 and 1945-1957) reading ワタナベ (Watanabe) [Marks: pub. ref. 576]",,,,,1947,Impression excellent,Colors excellent,excellent - small scratch in boat image; five minor mounting remnants on verso,shin hanga,vertical ōban,H x W Image 13 7/8 x 9 5/8 in. (35.2 x 24.4 cm),H x W Paper 15 x 10 3/8 in. (38.1 x 26.4 cm),"Kawase Hasui: The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, ISBN: 9074822460, p.122, pl. 504; Kawase Hasui and His Contemporaries: The Shin Hanga (New Print) Movement in Landscape Art, Irwin J. Patcher, Everson Museum of Art, Syracuse, 1986, p. 77, pl. 95; Visions of Japan: Kawase Hasui's Masterpieces, Kendall H. Brown, Hotei Publishing, 2004, p. 123, pl. 87"," Los Angeles County Museum of Modern Art M.73.37.234 (unspecified edition with no seal visible on print image); Museum of Fine Arts, Boston 50.2857 (unspecified edition with no seal visible on print image); The National Museum of Modern Art, Tokyo P00138-127 (unspecified edition with 6mm ""A"" type seal visible in lower right corner of print image.)",IHL.0004,IHL.4,IHL Catalog #4,,,,Image;StillImage,image/jpeg,ihl-0004.jpg,print,https://pages.uoregon.edu/cew/objects/ihl-0004.jpg,https://pages.uoregon.edu/cew/objects/thumbs/ihl-0004_th.jpg,https://pages.uoregon.edu/cew/objects/small/ihl-0004_sm.jpg,https://pages.uoregon.edu/jsmacollections/home/artists/kawase-hasui/evening-rain-in-kawarago.html,,,
ihl-0005,ihl_artist_209,ALL OK,MATCH,Yoshida Tōshi 吉田遠志,Yoshida Tōshi 吉田遠志,ihl_artist_209,Yoshida Tōshi 吉田遠志,,Yoshida Tōshi 吉田遠志 (1911-1995),,OK,,,CN Complete,Supper Wagon (屋台店 Yataimise),Supper Wagon (屋台店 Yataimise),Tokyo at Night (夜の東京 Yoru no Tokyo) (a ten print series),1938,4,1938,"Originally 1938 昭和十三年 as printed in left margin. This collection's print is a later edition date unknown, but likely after the artist's death and before 2000.  Signature is stamped rather than signed in pencil, as are earlier editions.",Toshi Yoshida in English in bottom margin and 遠志 (Toshi) in lower right of image,吉田 Yoshida (in lower right of image),"""This scene is one which even today can be seen in the streets of Shinjuku in Tokyo at night. Small booths, covered only by printed cotton curtains, sell bowls of soup or noodles, often at very low prices, to passers-by.  Among the foods advertised in this keenly observed print are sushi, udon (fat noodles in soup) and meat dishes.  A woman carries her child on her back in the traditional manner.  It is difficult to reconcile this scene with a nation mobilizing for an aggressive war in 1938."" - Source: The Japanese Print Since 1900: Old dreams and New Visions, Lawrence Smith, British Museum Publications Ltd, 1983, p. 106.","Printed in left margin 昭和十三年 夜の東京 屋台店 (Shōwa 13, Tokyo at night, Supper wagon); ""Supper Waggon"" [sic] written in pencil on bottom margin.",Yoshida family studio,,,,,1938 original [昭和十三年 as printed in left margin],Impression excellent,Colors excellent,excellent - mounted in archival mat and framed,shin hanga,horizontal chūban,H x W Image 6 5/8 x 9 3/8 in. (16.8 x 23.8 cm),H x W Paper 7 1/2 x 10 1/2 in. (19.1 x 26.7 cm),"Shin-Hanga: New Prints in Modern Japan, Kendall Brown, Hollis Goodall-Cristante, Los Angeles County Museum of Art, 1996, p. 84, figure 114; The Japanese Print Since 1900: Old dreams and New Visions, Lawrence Smith, British Museum Publications Ltd, 1983, p. 90, pl 84 and p. 106.","  Ruth and Sherman Lee Institute for Japanese Art 2003.109 (edition unknown); The British Museum 1981,0225,0.3.a (edition unknown); Los Angeles County Museum of Modern Art M.2000.105.103 (unspecified edition); Art Gallery of Greater Victoria 2008.021.005 (unspecified edition)",IHL.0005,IHL.5,IHL Catalog #5,,,,Image;StillImage,image/jpeg,ihl-0005.jpg,print,https://pages.uoregon.edu/cew/objects/ihl-0005.jpg,https://pages.uoregon.edu/cew/objects/thumbs/ihl-0005_th.jpg,https://pages.uoregon.edu/cew/objects/small/ihl-0005_sm.jpg,https://pages.uoregon.edu/jsmacollections/home/artists/toshi-yoshida-1911-1995-/supper-wagon.html,,,
ihl-0006,ihl_artist_052,ALL OK,MATCH,Kasamatsu Shirō 笠松紫浪,Kasamatsu Shirō 笠松紫浪,ihl_artist_052,Kasamatsu Shirō 笠松紫浪,,Kasamatsu Shirō 笠松紫浪 (1898–1991),,OK,,,CN Complete,Hazy Evening at Shinobazu Pond (霞む夕べ−不忍池畔 Kasumu yūbe Shinobazu chihan),Hazy Evening at Shinobazu Pond (霞む夕べ−不忍池畔 Kasumu yūbe Shinobazu chihan),,1932,4,1932,"Spring of 1932 - original date of publication. This print a later edition (c. 1946-1957) with black circular 6 mm Watanabe ""A-type"" seal in the lower right hand corner of image.  ",not signed,紫浪 Shirō,The last rays of the setting sun and the lamps on the edge of Ueno Park's Shinobazu Pond illuminate this quiet scene in one of the artist's best known works.,,"Watanabe Shōzaburō (Watanabe Mokuhan Bijutsu Gahō): This print bears the Watanabe ""A-type"" seal (in use from approximately 1918-1924 and 1945-1957) reading ワタナベ (Watanabe) [Marks: pub. ref. 576]",,,,,"originally published 1932, Spring",Impression excellent,Colors excellent,excellent,shin hanga,vertical ōban,H x W Image 14 1/4 x 9 1/2 in. (36.2 x 23.8 cm),H x W Paper 15 1/4 x 10 1/4 in. (38.7 x 26 cm),"Catalogue Raisonné: W-06 as listed in Shiro Kasamatsu - The Complete Woodblock Prints, Dr. Andreas Gund, self-published by the author, 2001, Tokyo; The Changing City as Depicted in Modern Woodblock Prints - Tokyo in Transition, Edo-Tokyo Museum, 1996, p. 86; The Japanese Print Since 1900: Old Dreams and New Nisions, Lawrence Smith, British Museum Publications, Ltd., 1983, p. 83, plate 77 p. 96; The New Wave Twentieth-century Japanese prints from the Robert O. Muller Collection, Amy Reigle Stephens, Bamboo Publishing Ltd. & Hotei-Japanese Prints, 1993, p. 196, pl. 258; Modern Japanese Prints, Dorothy Blair, re-print of the 1931 and 1936 exhibition catalogues, The Toledo Museum of Art, 1997, figure 174; Hanga ni miru Tokyo no fukei; Kanto daishinsai kara senzen made, Ota Kuritsu Kyodo Hakubutsukan, 2002, pl. 229, p. 58."," Los Angeles County Museum of Art (M.73.37.347) (6mm “I” type seal visible lower left corner of image) and M.2000.105.29 (no seal discernable on image); University of Alberta Art Collection 2001.6.22 (unidentified edition); The British Museum 1946,0209,0.86 (with Watanabe D-type seal lower right margin); Museum of Fine Arts, Boston 49.1212 (with Watanabe E-type seal lower right margin); National Museum of Modern Art, Tokyo P00211-042 (unknown edition); Jordan Schnitzer Museum of Art MWJ51:K5 (G-type Watanabe publisher seal)",IHL.0006,IHL.6,IHL Catalog #6,,,,Image;StillImage,image/jpeg,ihl-0006.jpg,print,https://pages.uoregon.edu/cew/objects/ihl-0006.jpg,https://pages.uoregon.edu/cew/objects/thumbs/ihl-0006_th.jpg,https://pages.uoregon.edu/cew/objects/small/ihl-0006_sm.jpg,https://pages.uoregon.edu/jsmacollections/home/artists/shiro-kasamatsu-1898-1991-/misty-evening-at-shinobazu-pond.html,,,
ihl-0007,ihl_artist_058,ARTIST ID NEEDED,NO MATCH,Kawase Hasui,ARTIST NOT FOUND,ARTIST NOT FOUND,Kawase Hasui 川瀬巴水,,Kawase Hasui 川瀬巴水 (1883-1957),,OK,,,CN Complete,"Rain in Maekawa, Sōshū (相州前川の雨 Sōshū Maekawa no ame)","Rain in Maekawa, Sōshū (相州前川の雨 Sōshū Maekawa no ame)",Selection of Views of the Tokaido (東海道風景選集 Tokaido fūkei senshū),1932,4,1932,"1932 original publication date. This collection's print issued between 1989 and December 1999, the print's date of purchase. It is a posthumous printing from original woodblocks with Watanabe's ""M-type"" Heisei seal  printed in red in the lower left margin indicating a printing after 1989.",巴水 Hasui ,Kawase stylized seal,"""Hasui often depicted rural villages to capture a sense of the traditional Japanese way of life that was rapidly disappearing in the wake of industrialization and Western influence. Thatched roof houses in this old post town emit golden warmth that seems to light the way for a lone woman sheltering below her parasol. Though the road bends out of sight, and the heavy rain at dusk casts an eerie light, the dark pine boughs seem to enfold the unseen inhabitants of the village in quiet repose."" -   Source: Didactics by Lynn Katsumoto for the exhibition ""Ukiyo-e to Shin Hanga: Changing Tastes in Japanese Woodblock Prints"" (Portland Japanese Garden, November 20, 2021 - January 30, 2022)
<br>Sōshū is present-day Kanagawa Prefecture, former Sagami Province. The array of traditional thatched-roof houses along the street, the shadows of large pine trees, a person walking with an umbrella, and the straight lines of rain produce a sense of tranquility as well as the nostalgia reminiscent of some work by Utagawa Hiroshige. According to Narazaki Muneshige, Hasui's biographer, this design is ""one of Hasui’s favourites. . . . The rain is created through the use of the baren (pad used to apply colour during printing.)”
<br>Blocks, 20; superimposed printings, 25.
<br>From 1918 until the end of his life, Hasui produced over 600 designs for prints, traveling the country in search of places that retained the character and appearance of the Japan he knew as a child. He sketched outdoors, mostly with pencil, later adding colors and effects when back in his lodgings. ",,"Watanabe Shōzaburō (Watanabe Mokuhan Bijutsu Gahō): Watanabe ""M-type"" seal (in use from approximately 1989-2019) reading わたなべ (Watanabe) [Marks: pub. ref. 576]",,,,,1932 original publication date,Impression excellent,Colors excellent,excellent,shin hanga,horizontal ōban,H x W Image 14 1/4 x 9 3/8 in. (36.2 x 23.8 cm),H x W Paper 15 1/2 x 10 3/8 in. (39.4 x 26.4 cm),"Kawase Hasui: The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, p. 85, pl. 223; Visions of Japan: Kawase Hasui's Masterpieces, Kendall H. Brown, Hotei Publishing, 2004, p. 83, pl. 47; Modern Japanese Prints: The Twentieth Century, Amanda T. Zehnder, Carnegie Museum of Art, 2009, p. 87","Los Angeles County Museum of Art M.2003.67.96 (“later edition” noted) also M.73.37.123 (with no edition notation); The National Museum of Modern Art, Tokyo P00138-1058 (no seal visible; titled (Maekawa, Sagami in Rain); Museum of Fine Arts, Boston 49.702 (red circular seal visible lower right corner.); Carnegie Museum of Art 89.28.173 (no seal visible on image and no edition noted); Honolulu Academy of Arts 26631 (no seal, likely original edition.)",IHL.0007,IHL.7,IHL Catalog #7,,,,Image;StillImage,image/jpeg,ihl-0007.jpg,print,https://pages.uoregon.edu/cew/objects/ihl-0007.jpg,https://pages.uoregon.edu/cew/objects/thumbs/ihl-0007_th.jpg,https://pages.uoregon.edu/cew/objects/small/ihl-0007_sm.jpg,https://pages.uoregon.edu/jsmacollections/home/artists/kawase-hasui/rain-in-maekawa-soshun.html,,,
ihl-0008,ihl_artist_052,ALL OK,MATCH,Kasamatsu Shirō 笠松紫浪,Kasamatsu Shirō 笠松紫浪,ihl_artist_052,Kasamatsu Shirō 笠松紫浪,,Kasamatsu Shirō 笠松紫浪 (1898–1991),,OK,  ,,CN Complete,Tea Ceremony (茶の湯 chanoyu),Tea Ceremony (茶の湯 chanoyu),,1954,4,1954,1954 (Shōwa 29) - 昭和廿九 as printed in left margin,紫浪 Shirō ,紫浪 Shirō ,"The Japanese tea ceremony is called chanoyu or sado in Japanese and the bitter tea served is called matcha. It is basically a choreographic ritual of preparing and serving tea together with some sweets. Each movement is predefined. The whole process is not about drinking tea, it is about aesthetics. The proper performance requires a long training and the use of certain tools like chasen, a bamboo brush.<br>This print is likely a first edition as indicated by the date  昭和 廿九 ( Shōwa 29) on the bottom of the left margin. For a later edition of this print see IHL.1178.",,Unsōdō Publishing with 東京芸艸堂 版 Tokyo Unsōdō han seal in left margin [Marks: pub. ref. 566; seal not shown],彫 長嶋 hori Nagashima (Nagashima Michio 長嶋道男),摺新味 suri Shinmi (Shinmi Saburō 新味三朗),,,originally published 1954 (Shōwa 29) 昭和廿九,Impression excellent,Colors excellent,excellent - minor toning and mat line,shin hanga,vertical ōban,H x W Image 14 3/8 x 9 1/2 in. (36.5 x 24.1 cm),H x W Paper 16 x 10 3/4 in. (40.6 x 27.3 cm),"Catalogue Raisonné: U-114 as listed in Shiro Kasamatsu - The Complete Woodblock Prints, Dr. Andreas Gund, self-published by the author, 2001",,IHL.0008,IHL.8,IHL Catalog #8 and #1178,,,,Image;StillImage,image/jpeg,ihl-0008.jpg,print,https://pages.uoregon.edu/cew/objects/ihl-0008.jpg,https://pages.uoregon.edu/cew/objects/thumbs/ihl-0008_th.jpg,https://pages.uoregon.edu/cew/objects/small/ihl-0008_sm.jpg,https://pages.uoregon.edu/jsmacollections/home/artists/shiro-kasamatsu-1898-1991-/tea-ceremony.html,,,
ihl-0009,ihl_artist_249,ALL OK,MATCH,Tōshūsai Sharaku 東洲斎写楽,Tōshūsai Sharaku 東洲斎写楽,ihl_artist_249,Tōshūsai Sharaku 東洲斎写楽,,Tōshūsai Sharaku 東洲斎写楽 (active 1794-1795),,OK,cew added 20220302 -needs extra cleaning,,CN Complete,Reproduction of: Ichikawa Yaozō III as Tanabe Bunzō (複製：三代目 市川八百蔵の田辺文蔵)    ,Reproduction of: Ichikawa Yaozō III as Tanabe Bunzō (複製：三代目 市川八百蔵の田辺文蔵)    ,,1794-05,4,1794,"Originally published in 1794, this collection's print is a modern reproduction published by Adachi Hanga Kenkyūjo after 1940.",東洲斎写楽画 Tōshūsai Sharaku ga , ,"158 works and sketches survive of the Japanese artist known only by the art name Tōshūsai Sharaku. Almost all were made over a ten-month period in 1794–1795.
<br>This collection's print is a modern reproduction by the Adachi Print Institute printed on a dark mica ground as is the original print.
<br>""Sharaku’s skill as a portraitist lay in his ability to capture both the features and the mood of the actor in a simple, almost caricaturish, manner that conveys great emotive power. For instance, even without knowing the plot of the play, one might sense that this samurai is powerless, through his hunched shoulders, gently clasped hands inside his sleeves, slightly unkempt hair, and look of resignation. Ichikawa Yaozō III (1747–1818) played the role of a masterless samurai supporting the plot of two brothers to avenge their father in a performance of Flowering Irises: A Soga Vendetta for the Bunroku Era (Hana ayame: Bunroku Soga) that took place in the fifth month of 1794."" - The Metropolitan Museum of Art https://www.metmuseum.org/art/collection/search/835960 [accessed 8-25-23]","Circular kiwame (""approved"") seal beneath signature as appears on the original print.",Adachi Hanga Kenkyūjo [Marks. pub. ref. 001] - from an edition of 300. Originally published by Tsutaya Jūzaburō (Kōshodō), , ,,,,Impression excellent,Colors excellent,excellent,ukiyo-e; fukusei hanga (fukokuban),vertical ōban,H x W Image 15 x 10 1/4 in. (38.1 x 26cm),H x W Paper 15 x 10 1/4 in. (38.1 x 26cm),"The Surviving Works of Sharaku, Harold G. Henderson and Louis V. Ledoux, E. Weyhe in behalf of the Society of Japanese Studies, 1939, cat. 2  p. 52. ","Museum of Fine Arts, Boston 21.7249 (original or early edition)",IHL.0009,IHL.9,IHL Catalog #9,,,,Image;StillImage,image/jpeg,ihl-0009.jpg,print,https://pages.uoregon.edu/cew/objects/ihl-0009.jpg,https://pages.uoregon.edu/cew/objects/thumbs/ihl-0009_th.jpg,https://pages.uoregon.edu/cew/objects/small/ihl-0009_sm.jpg,https://pages.uoregon.edu/jsmacollections/home/prints-in-online-queue/Sharaku%20Ichikawa%20Yaozo%20ihl9%20web.jpg,,,
